,Unnamed: 0,Paragraph,Class,Prediction
594,594,"20–80
1–80
20
66
72",0,process
595,595,"xD1(EtAc) = 0.999
xW1(MEG) = 0.999",0,process
596,596,"3.43
101.3",0,process
597,597,"2–66
65",0,process
598,598,RALU-RING 25 mm,0,process
599,599,"0.70
4 × 4.0
0.25
4.2",0,process
600,600,67–79,0,process
601,601,13,0,process
602,602,RALU-RING 15 mm,0,process
603,603,"0.40
4.0
0.31
1.1",0,process
604,604,"Processes 2020, 8, 1618",0,process
605,605,21 of 32,0,process
606,606,"The desired purity of the ﬁnal products can be achieved by changing the reﬂux ratio (R). However,
the range of the reﬂux ratio values is limited by column hydraulics and convergence stability. At reﬂux
ratios below 2, a part of the column packing dries up due to insuﬃcient liquid ﬂow in the rectiﬁcation
section while at reﬂux ratios above 4.2, the process simulation convergence is unstable. This may
indicate multiple steady states as this behavior is well known from the production of glycols by
hydration [41].",1,process
607,607,"In this case study, total conversion of all reactants (AA, EtOH, and EO) is ensured by high packing
height (H) to ensure high separation eﬃciency, and small packing diameter (25 mm and 15 mm
RALU-RING) to increase the residence time, Table 8. Multidiameter column design is used because of
various vapor and liquid ﬂows present in the RD column sections. Detailed RD column parameters
are listed in Table 8.",1,process
608,608,The complete material balance of RDAR (Figure 4) is presented in Table 7. Energetic aspects of the,1,process
609,609,RDAR conﬁguration are discussed in Section 4.1 in more detail.,1,process
610,610,4. Discussion,0,process
611,611,4.1. Energy Requirements of Individual Case Studies,0,process
612,612,".
QW) and condenser duty (",0,process
613,613,"Energy consumption of individual equipment units is calculated based on the simulation results.
.
QC) of each column are evaluated as well as the cooling duty
Reboiler duty (
of heat exchangers including heat integration. Overall energy consumption (OEC) is calculated as
a sum of required heating or cooling duties respectively; heat integration is excluded. To better compare
individual case studies, OEC is normalized to the speciﬁc energy consumption (SEC, Equation (1)),
which is related to the production of one ton of pure EtAc. Summary results of energy requirements
are listed in Table 9.",0,process
614,614,"The conventional process set-up (Figure 1) has three distillation columns in which both reboiler
and condenser are included. Thus, a highly energy-intensive process is expected. Distillation column
for water regeneration C3 consumes almost 550 kW of heat, which represents 18.4% of the total heat
duty required in whole the conventional path (Figure 1). However, the column for separation of
unreacted acetic acid C1 and that for EtAc separation C2 are even more energy-consuming (Figure 1).
Overall, 81.6% of the total required heat duty is consumed in these two columns. All three column
condensers consume 2851 kW of cooling duty, which corresponds to 94.6% of the total cooling duty
required. EX2, EX6, and EX7 heat exchangers consume less than 164 kW of cooling capacity to
reach the required stream temperature. Therefore, from the energetic point of view, the C1 and C2
columns are the key equipment units, Table 9. This is mainly due to large recycle ﬂows (Table 1) and
energy-intensive separation of the azeotropic mixture. The process is even more energy-intensive if
the C1column (Figure 1) is not operated as an azeotropic distillation column with an SEC of 3408 kW
of heating duty and 3427 kW of cooling duty. Overall, ﬁve main equipment units along with seven
heat exchangers are used (distillation columns reboilers and condensers are included as a part of the
main column equipment), Table 9.",0,process
615,615,"In the RD column with a separation unit (Figure 2), process energy demands are improved in
more ways. Both heat consumption and cooling demands in the RD column are improved by 40.4%
compared to the reaction part (CSTR reactor + C1 column) of the conventional process (Figure 1).
This is mainly due to the process integration and reduction of the ﬂow of some streams. The process
integration has a positive eﬀect on the regeneration of unreacted ethanol in distillation column C2
(Figure 2). Here, 361.9 kW of heat duty is consumed in the column reboiler; 323.1 kW of cooling
duty is required in the column condenser. This is by 34.1% less of reboiler duty and by 35.7% less
of condenser duty compared to regeneration column C3 in the conventional path (Figure 1). It is
−1 (Figure 2) compared
caused by a lower amount of aqueous solution to be regenerated; 77 kmol h
−1 in the conventional process (Figure 1). The water content showed a similar trend
to 117 kmol h
(91 mol.%). On the other hand, the separation of pure EtAc in distillation column C1 (Figure 2) is",0,process
616,616,"Processes 2020, 8, 1618",0,process
617,617,22 of 32,0,process
618,618,"the most energy-consuming process. The C1 column (Figure 2) reboiler duty is 1760 kW, which is
by almost 28.0% more energy-intensive than the separation of pure EtAc in the conventional process
(Figure 1). A similar increase was observed for the cooling duty increase (around 30.7%) due to
diﬀerent content of EtAc in the column feed stream (F2); 65 mol.% in the RD with a separation unit
(Figure 2) compared to 77 mol.% in the conventional process (Figure 1). Consequently, EtAc separation
from diluted aqueous solution is more energy-intensive. Some energy savings can be reached when
higher water ﬂow to the decanter is used or a slightly diﬀerent column with higher packing height
is used. However, the RD column with a separation unit (Figure 2) is more energy-eﬃcient than the
conventional process (Figure 1). SEC is lower by 6.0% in case of both heat consumption and cooling
demands. Moreover, the number of equipment units is lower; CSTR and two heat exchangers have
been removed. Results can be found in Table 9.",0,process
619,619,"RD column with a stripper (Figure 3) shows signiﬁcant process integration and intensiﬁcation.
The process philosophy has been improved as several equipment were removed or integrated into the
main two columns (Figure 3). The RD column reboiler duty (556 kW) is 2.31 times lower compared to
that of the C1 stripper (Figure 3, 1286 kW). Also, vapor ﬂow in the stripper is almost three times higher
than that in the second section of the RD column. Energy demands of both columns (Figure 3) are quite
high compare to the conventional path (Figure 1) and the RD column with a separation unit (Figure 2).
In the designed RD column, the heat consumption decreased by almost 21% compared to the RD
column with a separation unit (Figure 2), (Table 9). The C1 stripper (Figure 3) reboiler duty is lower
by 26.8% compared to that of the C1 distillation column for EtAc separation in the RD column with
a separation unit (Figure 2). On the other hand, 1816 kW of cooling duty are required in the condenser
of the designed RD column (Figure 3), the highest cooling duty of all designed equipment, mainly due
to the large ﬂow of internal liquid recycle (D1 in Figure 3) and internal vapor recycle (AZ1 in Figure 3).
Fortunately, no other condenser is included in the process (Figure 3). Consequently, the RD column
condenser covers all main cooling demands. SEC has vastly decreased compared to the RD column
with a separation unit (Figure 2); heat consumption is by almost 35% lower as well as the cooling
duties (34.5%). The number of equipment units has decreased as a decanter, distillation column for
water regeneration and three heat exchangers have been eliminated. Results are listed in Table 9.",0,process
620,620,"RD column with an auxiliary reaction (Figure 4) represents a fully integrated and intensiﬁed
concept. Several aspects have brought signiﬁcant energy savings; the synergy of two chemical reactions
is used; reaction heat partially covers the process heating demands; product separation is enhanced
by increased relative volatility of produced EtAc to MEG; the number of equipment units has been
reduced to the RD column only. Designed RDAR energy requirements are very low compared to the
previously designed processes (Figures 1–3). SEC has vastly decreased; cooling duties are by more than
70% lower compared to the RDS (Figure 3); heat consumption is a tenth only of that in RDS. This can
be explained by the hydration reaction of ethylene oxide (7) which is highly exothermic, reaction heat
is −98,867.6 kJ kmol
C. Therefore, almost 275 kW of heat generated by the hydration reaction
is created in the RD column. This reaction-generated heat along with external heat (reboiler duty)
suﬃces to operate the RD column. Results are listed in Table 9.",0,process
621,621,−1 at 25,0,process
622,622,◦,0,process
623,623,"Processes 2020, 8, 1618",0,process
624,624,23 of 32,0,process
625,625,Table 9. Energy requirements and the number of the equipment for designed ethyl acetate production pathways.,0,process
626,626,Conventional Process,0,process
627,627,"Set-Up
(Figure 1)
.
QW [kW]",0,process
628,628,".
QC [kW]",0,process
629,629,-,0,process
630,630,"1135.23
1212.97
502.97
0.85
25.01 b
133.75
31.04 b
13.73 b
131.31 b",0,process
631,631,"3.10
25.85
3014.72
3426.87",0,process
632,632,-,0,process
633,633,"1181.19
1267.94
549.35",0,process
634,634,"-
-
-
-
-
-
-
-",0,process
635,635,"2998.48
3408.41",0,process
636,636,".
QC [kW]
676.69
1750.31
323.10",0,process
637,637,-,0,process
638,638,"8.07
31.04 b
28.61
77.70 b
27.83
25.89",0,process
639,639,"-
-",0,process
640,640,"2840.50
3223.86",0,process
641,641,"Equipment
CSTR a/RD
C1
C2
C3
DEC
EX1
EX2
EX3
EX4
EX5
EX6
EX7
OEC
SEC [kW t",0,process
642,642,−1,0,process
643,643,EtAc],0,process
644,644,"Number of main equipment units
Number of heat exchangers",0,process
645,645,"2825.74
3207.11",0,process
646,646,"1857.69
2110.30",0,process
647,647,"1842.99
2093.59",0,process
648,648,"499.76
567.68",0,process
649,649,"152.57
173.30",0,process
650,650,"5
7",0,process
651,651,"2
2
a adiabatic reactor, b heat integration—no external energy source is required.",0,process
652,652,"4
5",0,process
653,653,"1
2",0,process
654,654,"RD Column with
a Separation Unit",0,process
655,655,"(Figure 2)
.
QW [kW]",0,process
656,656,"RD Column with
a Stripper (RDS)",0,process
657,657,"(Figure 3)
.
QW [kW]",0,process
658,658,".
QC [kW]
1816.43",0,process
659,659,RD Column with an Auxiliary,0,process
660,660,Reaction (RDAR),0,process
661,661,"(Figure 4)
.
QW [kW]",0,process
662,662,".
QC [kW]
396.70",0,process
663,663,"703.86
1759.95
361.93",0,process
664,664,"-
-
-
-
-
-
-
-
-",0,process
665,665,"-
-
-
-",0,process
666,666,"15.39
25.87",0,process
667,667,"-
-
-
-
-",0,process
668,668,"556.42
1286.57",0,process
669,669,"-
-
-
-
-
-
-
-
-
-",0,process
670,670,"-
-
-
-",0,process
671,671,"25.85
77.20",0,process
672,672,"-
-
-
-
-",0,process
673,673,152.57,0,process
674,674,"-
-
-
-
-
-
-
-
-
-
-",0,process
675,675,"Processes 2020, 8, 1618",0,process
676,676,24 of 32,0,process
677,677,4.2. Economy Aspects of Individual Case Studies,0,process
678,678,"An economic evaluation of the presented case studies is based on optimized simulations of the
process models. Prices of commodities were selected according to market research [45–47]. Prices of
both reactants and products were chosen as a long-term average. Electricity, cooling water, and steam
are considered to be energy utilities and their costs were obtained from the Aspen Plus database [26].
These utility costs correspond with actual prices. Exact values are listed in Table 10.",0,process
679,679,"Table 10. Prices of raw materials, products, and energy used in process economic evaluation.",0,process
680,680,"Raw Materials
EtOH
AA
EO
Products
EtAc
MEG
Energy
Electricity
cooling water
steam (0.7 MPa)
steam (2.7 MPa)",0,process
681,681,"800
400
1000",0,process
682,682,"1300
1100",0,process
683,683,"0.0775
0.0317
0.0179
0.0258",0,process
684,684,"−1
−1
−1",0,process
685,685,"$ t
$ t
$ t",0,process
686,686,"−1
−1",0,process
687,687,"$ t
$ t",0,process
688,688,−1,0,process
689,689,"$ kWh
−3
$ m
−1
$ kg
−1
$ kg",0,process
690,690,References,0,process
691,691,"[46,47]",0,process
692,692,"[46]
[46]",0,process
693,693,"[45]
[46]
[26]",0,process
694,694,"Equipment cost was calculated using the Aspen Process Economic Analyzer software [26].
Individual mapping and sizing of each equipment unit was applied, which is important as the case
studies simulations were calculated using rate-based modeling with known equipment dimensions.
Also, special RD column conﬁguration has been introduced in the RDS and RDAR case studies
(Figures 3 and 4)—multiple diameter columns, stripper column (without condenser, etc.). Detailed
individual equipment cost and installed cost are listed in Appendix A, Table A1.",0,process
695,695,"Energy requirements of individual case studies (Table 9) were recalculated to utility consumption and
further to the price per hour. The conventional production path (Figure 1) is the most energy-intensive,
which is reﬂected in cooling water and steam consumption. The cooling water consumption was
−1, which is by more than 5.8% higher compared to the RD column with a separation
233.11 m3 h
−1) and by more than 38.2% higher compared to the RD column with
unit (Figure 2) (219.36 m3 h
−1). The same trend was observed in steam consumption, Table 11.
a stripper (Figure 3) (143.87 m3 h
The RDAR set-up (Figure 4) has the lowest energy consumption. The cooling water ﬂow is by more
than 83% lower compared to the conventional process (Figure 1). Despite the use of more expensive
high-pressure steam (2.7 MPa) compared to all other case studies where low-pressure steam (0.7 MPa)
is used, the RDAR set-up (Figure 4) has the lowest heating cost. Detailed results are listed in Table 11.
Comparison of total installed cost and total utility cost of individual case studies is depicted in Figure 5.",0,process
696,696,Table 11. Utility costs of designed ethyl acetate production pathways.,0,process
697,697,Conventional Path,0,process
698,698,"RD Column with
a Separation Unit",0,process
699,699,RDS,0,process
700,700,RDAR,0,process
701,701,(Figure 1),0,process
702,702,(Figure 2),0,process
703,703,(Figure 3),0,process
704,704,(Figure 4),0,process
705,705,Rate,0,process
706,706,"104.17
233.11
5219.95",0,process
707,707,-,0,process
708,708,"Price
[$ h−1]
8.07
7.39
93.68",0,process
709,709,-,0,process
710,710,Rate,0,process
711,711,"58.10
219.36
4920.70",0,process
712,712,-,0,process
713,713,"Price
[$ h−1]
4.50
6.95
88.31",0,process
714,714,-,0,process
715,715,Rate,0,process
716,716,"56.05
143.87
3209.30",0,process
717,717,-,0,process
718,718,"Price
[$ h−1]
4.34
4.56
57.59",0,process
719,719,-,0,process
720,720,Rate,0,process
721,721,"53.81
38.71",0,process
722,722,-,0,process
723,723,302.55,0,process
724,724,"Price
[$ h−1]
4.17
1.23",0,process
725,725,-,0,process
726,726,7.81,0,process
727,727,"electricity [kW]
−1]
cooling water [m3 h
−1]
steam (0.7 MPa) [kg h
−1]
steam (2.7 MPa) [kg h",0,process
728,728,"Processes 2020, 8, 1618",0,process
729,729,25 of 32,0,process
730,730,"Figure 5.
1—Conventional path; 2—RD column with a separation unit; 3—RDS; 4—RDAR.",0,process
731,731,Total utilities cost and total installed equipment cost for individual case studies;,0,process
732,732,"To complete the economic analysis, total capital costs, total annual costs, total raw material
cost, and product sales were calculated. A return rate of 20% per year and an annual work fund of
340 days were assumed. The capital costs are almost 10 mil. $ in the conventional path (Figure 1).
Process integration and intensiﬁcation can decrease total capital cost by 11% (RD column with
a separation unit); 35% (RDS); or even 57% (RDAR). Total raw materials cost is similar (5.45 mil. $)
except for RDAS (Figure 4) as the price of ethylene oxide has to be included. However, the highest
product sales are in the RDAS set-up (16.4 mil. $ compared to 10.3 mil. $). Finally, a simple payback
period was calculated: two years of project feasibility and preparation (projecting, building, licensing,
etc.) is included. The conventional process (Figure 1) has a payback period of over 10 years because of
the highest capital and utilities cost. RD column with a separation unit (Figure 2) becomes proﬁtable
1.5 years earlier than the conventional process (Figure 1). The payback period is almost halved in the
case of RDS (Figure 3), and only one-third in the case of RDAR (Figure 4) compared to the conventional
process (Figure 1). Finally, total production cost (TPC) was evaluated, Equation (2), and the results are
presented in Table 12. Comparison of total capital and annual costs with product sales are presented in
Figure 6. From Figure 6 and the TPC, it is clear that the most promising concepts are RDS (Figure 3)
and RDAR (Figure 4) from the economic point of view.",0,process
733,733,Table 12. Total annual costs of individual case studies.,0,process
734,734,Conventional Path,0,process
735,735,"RD Column with
a Separation Unit",0,process
736,736,RDS,0,process
737,737,RDAR,0,process
738,738,(Figure 1),0,process
739,739,(Figure 2),0,process
740,740,(Figure 3),0,process
741,741,(Figure 4),0,process
742,742,"Total capital cost [ mil. $]
Total installed cost [mil. $]
−1]
Total annual cost [mil. $ year
Total raw materials cost [mil. $ year
−1]
Total product sales [mil. $ year
−1]
Total utilities cost [mil. $ year
Pay-back period [year]
−1]
Total production cost [$ t",0,process
743,743,−1],0,process
744,744,"9.91
3.74
9.15
5.46
10.27
0.89
10.86
1273.91",0,process
745,745,"8.84
3.33
9.04
5.46
10.27
0.81
9.19",0,process
746,746,"6.43
2.43
8.65
5.46
10.27
0.54
5.97",0,process
747,747,1266.14,0,process
748,748,1231.32,0,process
749,749,"4.24
1.60
13.72
9.42
16.40
0.11
3.58",0,process
750,750,1018.09 a,0,process
751,751,a both products (EtAc and MEG) are included.,0,process
752,752,"Processes 2020, 8, 1618",0,process
753,753,26 of 32,0,process
754,754,"Figure 6. Total capital, total annual costs, and product sales for individual case studies; 1—Conventional
path; 2—RD column with a separation unit; 3—RDS; 4—RDAR.",0,process
755,755,4.3. Safety Aspects of Individual Case Studies,0,process
756,756,"Individual risk is a risk assessment methodology that allows for numerical estimates of the level
of risk associated with a certain activity or a series of activities to be estimated and then assessed.
To identify the list of incidents a semi-automated approach was used. For each type of unit, a predeﬁned
set of representative incidents was prepared. The ﬁnal choice of incidents is very diﬃcult and requires
judgment from an analyst; therefore, three main factors were taken into consideration: the size
of the release, state of releasing material (liquid, vapor), and whether the release is instantaneous
or continuous.
•
•
•",0,process
757,757,"For distillation and reactive distillation columns, the incident list contained: liquid leaks (full bore
rupture and hole equivalent to 20% of diameter), vapor leaks, and complete rupture of column.
For heat exchangers, small leaks and full rupture were used.
For all pipelines in the simulation, the only full rupture was considered.",0,process
758,758,"For the list of representative incidents, a number of diﬀerent incident outcomes are possible.",0,process
759,759,"To deﬁne the incident outcomes, three diﬀerent generic event trees were used:
•
•
•",0,process
760,760,"continuous liquid release,
continuous gaseous release and
instantaneous release.",0,process
761,761,"Probabilities were adjusted based on a recommendation from [48]. Consequence modeling
was performed using standard (and widely used) software system ALOHA (The Areal Location of
Hazardous Atmospheres) provided by the US Environmental Protection Agency. Three representative
−1 and atmospheric stability F, D, and C) were taken
weather conditions (wind speed 1, 2, and 4 m s
into account for all case studies. The wind was assumed to be uniformly distributed in all directions.
Probabilities of individual representative weather conditions were adopted from information provided
by the Slovak Hydrometeorological Institute.",0,process
762,762,"Results of individual risk estimation for the presented case studies are depicted in Figure 7.
To compare all investigated case studies, individual risk is presented in form of risk proﬁles as
a function of distance. Based on the risk proﬁles, it is possible to conclude that, from the safety point of
view, the conventional process set-up (Figure 1) and reactive distillation column with a separation
unit (Figure 2) are the worst alternatives. Both proﬁles are practically identical. Close to the center
of the production unit, the conventional process set-up (Figure 1) shows the highest individual risk
from all presented case studies. If we focused only on the boundary of acceptable risk, 1 × 10
−1
−5 year",0,process
763,763,"Processes 2020, 8, 1618",0,process
764,764,27 of 32,0,process
765,765,"for existing plants (Table 13), the least suitable set-up is the distillation column with a separation unit
(Figure 2) due to the high number of equipment units but mainly due to the recirculation of large
quantities of material and high ﬂow rates through the columns.",0,process
766,766,"Based on the presented analysis, the best alternative, from the safety analysis point of view,
is the reactive distillation column with an auxiliary reaction. This result can be a little bit surprising
because in this case study, ethylene oxide (extremely ﬂammable, explosive, and toxic gas) is added
as a feedstock. On the other hand, the main advantage of this set-up (Figure 4) compared with the
previous three, is the minimal number of operation units and no material recycles. Main reactions
and separation are performed only in one unit (reactive distillation column and vapor and liquid
ﬂow through the column are lower than in all previous case studies. For this reason, the volume of
hazardous materials in the column, reboiler, and other auxiliary equipment are also lower compared to
the previous case studies. The concentration of the extremely ﬂammable ethylene oxide is very low
in the column and its mole fraction in the whole system is below 10%; except for 10 trays close to its
feed location.",0,process
767,767,"From the comparison of individual risk of fatality estimation (Figure 7 resp. Table 13), it is clear
that minimizing the number of equipment and internal recycles leads to a reduction of the level of risk.
In the presented study, only the production and separation part of the case studies were evaluated. If
required, the safety study can be extended to include storage facilities for each case study.",0,process
768,768,"Table 13. Distance from the center for individual case studies up to which individual risk of fatality is
lower than 10",0,process
769,769,−5 resp. 10,0,process
770,770,−4 year,0,process
771,771,−1.,0,process
772,772,"Individual Risk 10−5 Year−1
Individual Risk 10−4 Year−1
Distance from the Center [m] Distance from the Center [m]",0,process
773,773,"Conventional path (Figure 1)
RD column with separation unit (Figure 2)
RDS (Figure 3)
RDAR (Figure 4)",0,process
774,774,"122
166
122
62",0,process
775,775,"95
59
43
28",0,process
776,776,Figure 7. Individual risk of fatality estimation for presented case studies.,0,process
777,777,"Processes 2020, 8, 1618",0,process
778,778,5. Conclusions,0,process
779,779,28 of 32,0,process
780,780,"Intensiﬁcation and integration of ethyl acetate production via reactive distillation have been studied.
Four detailed process ﬂowsheets were designed: conventional process set-up (Figure 1); reactive
distillation column with a separation unit (Figure 2), reactive distillation column with a stripper (RDS)
(Figure 3), and reactive distillation column with an auxiliary reaction (RDAR) (Figure 4). A multi-aspect
comparison of the set-ups covering energy requirements, economy, and safety analysis was done.",0,process
781,781,"Process modeling was performed in Aspen Plus [26]. Thermodynamic model NTRL-HOC with
reliable parameters was used for phase equilibrium calculations. Chemical reactions (esteriﬁcation
(5) and hydration (7)) were modeled by rate Equations (6) and (8) obtained from extensive literature
research. A rigorous non-equilibrium stage model of the distillation/reactive distillation column
was used. Detailed column internal conﬁguration was designed (packed column) and therefore,
more accurate simulation results were obtained including reasonable column hydraulics.",0,process
782,782,"Process streams regeneration and recovery were solved to achieve deﬁned speciﬁcations
−1 of pure ethyl acetate (99.9 mol.%); prevention of ethyl acetate losses in
(production of 10 kmol h
other product streams (full EtAc recovery); separation of process by-products (water or monoethylene
glycol) in equal amount and purity as the main product (EtAc)). This was successfully achieved in
all designed processes (Figures 1–4). In the conventional process set-up (Figure 1), regeneration was
energy-intensive due to large recycle ﬂows. Energy requirements for recycle regeneration decreased
signiﬁcantly due to process integration. Regeneration was less energy-intensive in the case of RD
column with a separation unit (Figure 2) compared to the conventional set-up (Figure 1, by around 35%).
No process stream regeneration was needed in the case of either RDS (Figure 3) or RDAR (Figure 4).
Therefore, energy consumption was reduced by process integration and intensiﬁcation remarkably.
The lowest energy consumption was achieved in a fully integrated and intensiﬁed process—RDAR
(Figure 4), due to the synergy of two chemical reactions and enhanced product separation (Table 9).",0,process
783,783,"Economic and energy aspects showed similar trends in the designed processes. The total utility
costs were the highest in the case of commercial process set-up (Figure 1)—almost 0.9 mil. $ per year.
Savings of 10% in the utility costs were observed when the conventional process (Figure 1) was replaced
by an RD column with a separation unit (Figure 2). Further utilities cost savings were achieved by
RD process integration and intensiﬁcation via RDS (Figure 3), up to 39%, and via RDAR (Figure 4) up
to 88%, respectively. More remarkable savings were observed in total capital cost (TCC) (Table 12).
As the number of equipment units was reduced, TCC decreased accordingly. On the other hand,
the price of individual equipment units increased because of larger columns with sophisticated internal
conﬁguration. Detailed prices of individual equipment are listed in the Appendix A in Table A1.",0,process
784,784,"An integral part of the intensiﬁcation process of ethyl acetate production is the safety analysis.
To translate the probability and impact of risk into a measurable quantity, individual risk estimation
was used. Results in the form of risk proﬁles can be easily compared for several alternatives of ethyl
acetate production and prioritize the safer ones. From the safety analysis point of view, a reactive
distillation column with an auxiliary reaction (Figure 4) comes out as the best alternative even though
ethylene oxide (extremely ﬂammable, explosive, and toxic gas) is added as feedstock. This is due to
the minimum number of equipment and the elimination of recycles in the system.",0,process
785,785,"Author Contributions: Conceptualization, B.Š. and Z.L.; methodology, B.Š., Z.L., and J.L.; software, B.Š., J.L.;
validation, B.Š., Z.L.; formal analysis, B.Š., Z.L., and J.L.; investigation, B.Š.; resources, Z.L.; data curation,
B.Š.; writing—original draft preparation, B.Š., Z.L., and J.L.; writing—review and editing, B.Š., Z.L., and J.L.;
visualization, B.Š.; supervision, Z.L.; funding acquisition, Z.L. All authors have read and agreed to the published
version of the manuscript.
Funding: This research was funded by the Slovak Scientiﬁc Agency, Grant No. VEGA 1/0659/18; the Slovak
Research and Development Agency, under contract No. APVV-18-0134, and by the Slovak University of Technology
in Bratislava within the Young Scientist Support Program 2020.
Conﬂicts of Interest: The authors declare no conﬂict of interest.",0,process
786,786,"Processes 2020, 8, 1618",0,process
787,787,List of Symbols,0,process
788,788,"C
d
f
fi
FI
H
IRx,y
n
˙n
N
NR
pf,i
po,i
P
∆P
.
QC
.
QW
r
R
R
T
T
.
V
x",0,process
789,789,"molar concentration
column internal diameter
feed stage position
frequency of incident outcome i
frequency of incident I
packed section height
total individual risk of fatality at geographical location x, y
total number of incident outcome case
molar ﬂow
number of theoretical stages, total condenser, and reboiler are included
reactive section stages
fatality at location x, y
incident outcome probability
total pressure
column section pressure drop
condenser duty
reboiler duty
reaction rate
gas constant
reﬂux ratio
temperature
thermodynamic temperature in Equations (6) and (8)
volume ﬂow
molar fraction in the liquid phase",0,process
790,790,Subscripts,0,process
791,791,29 of 32,0,process
792,792,−3,0,process
793,793,"kmol m
m",0,process
794,794,"−1
−1",0,process
795,795,−1,0,process
796,796,"year
year
m
year",0,process
797,797,−1,0,process
798,798,kmol h,0,process
799,799,"kPa
kPa
kW
kW
kmol m
kJ kmol
◦",0,process
800,800,C,0,process
801,801,"−1
−3 s
−1 K
−1",0,process
802,802,"K
m3 h",0,process
803,803,−1,0,process
804,804,"acetic acid
condenser
distillate
ethyl acetate",0,process
805,805,"AA
C
D
EtAc
EtOH ethanol
F
i
I
H2O
R
W
x, y",0,process
806,806,"feed
incident outcome case
incident
water
reaction occurrence
reboiler
geographical location",0,process
807,807,Abbreviations,0,process
808,808,"acetic acid
azeotropic reactive distillation
continuous stirred tank reactor
design speciﬁcation
equilibrium stage
ethyl acetate",0,process
809,809,"AA
ARD
CSTR
DS
EQ
EtAc
EtOH ethanol
HETP height equivalent of theoretical plate
HOC Hayden–O’Connell equation of state
NEQ
NRTL non-random two liquids",0,process
810,810,non-equilibrium stage,0,process
811,811,"Processes 2020, 8, 1618",0,process
812,812,30 of 32,0,process
813,813,"overall energy consumption
reactive distillation",0,process
814,814,reactive distillation with stripper,0,process
815,815,"OEC
RD
RDAR reactive distillation with auxiliary reaction
RDPV reactive distillation with pervaporation
RDS
RDWC reactive distillation with a dividing wall
RED
SEC
TAC
TCC
TPC
VL
VLLE",0,process
816,816,"reactive extractive distillation
speciﬁc energy consumption
total annual cost
total capital cost
total production cost
vapor–liquid
vapor–liquid–liquid phase equilibria",0,process
817,817,kW,0,process
818,818,"−1
kW t
EtAc
−1
$ year
$
−1
$ t",0,process
819,819,Appendix A,0,process
820,820,Table A1. Equipment cost and total installed cost of individual equipment.,0,process
821,821,Conventional Path,0,process
822,822,(Figure 1),0,process
823,823,"RD Column with
Separation Unit",0,process
824,824,(Figure 2),0,process
825,825,RD Column with,0,process
826,826,"Stripper
(Figure 3)",0,process
827,827,Equipment,0,process
828,828,"Cost
[103 $]
173.7
620.7
594.5
172.6
16.1
8.5
39.3
8.7
8.5
11.0
8.5
10.5
1672.6",0,process
829,829,Installed,0,process
830,830,"Cost
[103 $]
334.3
1147.2
1138.1
564.0
108.9
53.0
120.0
59.1
45.7
63.9
45.7
60.3
3740.2",0,process
831,831,Item,0,process
832,832,CSTR/RD,0,process
833,833,"C1
C2
C3
DEC
EX1
EX2
EX3
EX4
EX5
EX6
EX7
Sum",0,process
834,834,References,0,process
835,835,Equipment,0,process
836,836,"Cost
[103 $]
680.5
610.6
148.0",0,process
837,837,Installed,0,process
838,838,"Cost
[103 $]
1214.0
1185.2
487.8",0,process
839,839,-,0,process
840,840,"16.1
8.7
19.3
9.9
14.3
10.9",0,process
841,841,"-
-",0,process
842,842,-,0,process
843,843,"108.9
59.1
85.4
62.6
70.7
60.8",0,process
844,844,"-
-",0,process
845,845,Equipment,0,process
846,846,"Cost
[103 $]
840.5
380.2",0,process
847,847,Installed,0,process
848,848,"Cost
[103 $]
1614.0
695.2",0,process
849,849,"-
-
-
8.5
10.5",0,process
850,850,"-
-
-
-
-",0,process
851,851,"-
-
-",0,process
852,852,"58.6
60.3",0,process
853,853,"-
-
-
-
-",0,process
854,854,"RD Column with
Auxiliary Reaction",0,process
855,855,(Figure 4),0,process
856,856,Equipment,0,process
857,857,"Cost
[103 $]
790.4",0,process
858,858,Installed,0,process
859,859,"Cost
[103 $]
1480.5",0,process
860,860,"-
-
-
-",0,process
861,861,"10.1
10.5",0,process
862,862,"-
-
-
-
-",0,process
863,863,"-
-
-
-",0,process
864,864,"61.0
60.3",0,process
865,865,"-
-
-
-
-",0,process
866,866,1518.3,0,process
867,867,3334.5,0,process
868,868,1239.7,0,process
869,869,2428.1,0,process
870,870,811,0,process
871,871,1601.8,0,process
872,872,1,0,process
873,873,"2.
3.",0,process
874,874,4,0,process
875,875,5,0,process
876,876,"Riemenschneider, W.; Bolt, H.M. Esters, Organic. In Ullmann’s Encyclopedia of Industrial Chemistry; Wiley-VCH
Verlag GmbH & Co. KGaA: Weinheim, Germany, 2012.
Cornils, B. Ethyl Acetate. In Catalysis from A to Z; Wiley-VCH: Weinheim, Germany, 2020; p. 2020.
Srinivasan, R.; Nhan, N.T. A statistical approach for evaluating inherent benign-ness of chemical process
routes in early design stages. Process Saf. Environ. Prot. 2008, 86, 163–174. [CrossRef]
Li, C.; Duan, C.; Fang, J.; Li, H. Process intensiﬁcation and energy saving of reactive distillation for production
of ester compounds. Chin. J. Chem. Eng. 2019, 27, 1307–1323. [CrossRef]
Toth, A.J. Comprehensive evaluation and comparison of advanced separation methods on the separation of
ethyl acetate-ethanol-water highly non-ideal mixture. Sep. Purif. Technol. 2019, 224, 490–508. [CrossRef]",0,process
